key,en,hi
"verificationReadinessCompletedCount","{doneCount} / {totalCount} completed","{doneCount} / {totalCount} पूरे"
"verificationReadyTruckCount","Verification-ready trucks: {count}","वेरिफिकेशन-रेडी ट्रक: {count}"
"verificationReadyTruckCountLabel","{count} ready {count, plural, =1{truck} other{trucks}}","{count} तैयार {count, plural, =1{truck} other{trucks}}"
"verificationRefreshLocationAction","Refresh location","स्थान रीफ़्रेश करें"
"verificationRejectionSummaryPacketLevel","{summary}

Current review feedback is returned as one packet-level reason when document-specific review markers are not provided.","{summary}

जब document-specific review markers उपलब्ध नहीं होते, तब current review feedback एक packet-level reason के रूप में लौटती है।"
"verificationRejectionSummaryWithMarkers","{summary}

Rejected documents are marked below with document-specific correction notes.","{summary}

Rejected documents नीचे document-specific correction notes के साथ marked हैं।"
"verificationReplaceDocumentAction","Replace document","दस्तावेज़ बदलें"
"verificationResubmitForReviewAction","Resubmit for review","समीक्षा के लिए फिर से जमा करें"
"verificationResubmittedSuccess","Verification resubmitted for review","वेरिफिकेशन समीक्षा के लिए फिर से जमा कर दिया गया है"
"verificationReviewNoteLabel","Review note: {reason}","समीक्षा नोट: {reason}"
"verificationSaveFailureMessage","Could not save verification details","वेरिफिकेशन विवरण सेव नहीं हो सका"
"verificationSavePacketAction","Save details","विवरण सेव करें"
"verificationSaveSuccessMessage","Verification details saved","वेरिफिकेशन विवरण सेव हो गया"
"verificationStatusPending","Pending","लंबित"
"verificationStatusRejected","Rejected","अस्वीकृत"
"verificationStatusUnknown","Unknown","अज्ञात"
"verificationStatusUnverified","Unverified","असत्यापित"
"verificationStatusVerified","Verified","सत्यापित"
"verificationStoredPathLabel","Stored path: {path}","संग्रहीत पथ: {path}"
"verificationSubmitForReviewAction","Submit for review","समीक्षा के लिए जमा करें"
"verificationSubmitLockedFooter","Once submitted, your details stay locked until the admin completes the review.","Submit होने के बाद आपकी details admin review पूरी होने तक locked रहेंगी।"
